id;deleted;created_date;last_modified_date;created_by;last_modified_by;last_name;first_name;dni;birth_date;address;cuil;plan_social;trabaja;apellido_tutor;nombre_tutor;estudio_primario_tutor;estudio_secundario_tutor;estudio_ter_univ_tutor;dni_tutor;cuil_tutor;telefono1;telefono2;foto_dni;constancia_cuil;constancia6grado;acta_nacimiento;constancia_regular;foto4x4;foto_carnet_vac;ficha_medica;aptitud_fisica;grupo_sanguineo;ficha_inscripcion;libreta6grado;fotocopia_libro_matriz;fotocopia_dni_tutor;constancia_cuil_tutor;localidad_entity_id;parentesco_tutor_entity_id
1049;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Belén;47116705;2012-04-28;Esmeralda 3494;27-47116705-9;false;false;Sánchez;Martín;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27848593;20-27848593-6;11-4748-3864;11-4453-7854;true;false;true;true;true;true;true;true;true;false;true;true;true;true;true;;
1050;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Camila;45102982;2018-02-07;Urquiza 1450;27-45102982-2;false;false;Martínez;Nicolás;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;22203677;20-22203677-2;11-4375-5803;;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1051;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Juan;49908484;2017-07-26;Pellegrini 2516;20-49908484-7;false;false;Ramírez;Martín;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34197922;20-34197922-7;11-5812-8420;11-5393-2095;true;true;true;true;true;true;true;false;false;true;true;true;true;false;true;;
1052;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Fernando;46889503;2008-05-25;Colón 2653;20-46889503-0;true;false;Fernández;Milagros;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24247059;27-24247059-7;11-5629-8746;;true;true;true;true;true;true;true;false;true;true;true;false;true;false;true;;
1053;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Federico;45698316;2013-12-08;San Martín 3731;20-45698316-3;false;false;Fernández;Ana;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;23829777;27-23829777-5;11-5584-7688;;true;false;true;true;true;true;true;true;true;true;true;true;true;false;false;;
1054;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Hernán;45520562;2014-06-11;Salta 2874;20-45520562-0;true;false;González;Juan;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;26919236;20-26919236-5;11-4738-4443;;true;true;true;true;true;false;true;true;true;false;true;true;true;true;true;;
1055;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Isabella;49057953;2011-03-13;Sarmiento 4448;27-49057953-8;false;false;Giménez;María;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;33181402;23-33181402-4;11-4588-7282;11-5858-4378;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1056;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Fernández;Santiago;47937766;2014-09-01;Maipú 3573;23-47937766-9;false;false;Sánchez;Victoria;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;25519004;27-25519004-6;11-5516-6211;;true;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
1057;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Juana;48813709;2014-08-08;Mitre 2661;27-48813709-9;false;true;Benítez;Gustavo;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;30735358;20-30735358-0;11-5483-2999;;true;true;true;true;true;false;true;true;false;true;true;false;false;true;true;;
1058;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Mariano;49693512;2013-07-06;Lavalle 1252;20-49693512-9;false;false;Sánchez;Luis;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27037812;23-27037812-9;11-5200-5654;;true;true;true;false;true;true;true;true;true;true;true;true;true;true;true;;
1059;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Miguel;50774990;2011-03-25;9 de Julio 303;23-50774990-9;false;false;Pérez;Tomás;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27757793;20-27757793-4;11-5471-8796;;false;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1060;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Florencia;48987657;2014-06-10;Tucumán 2621;23-48987657-4;false;false;Benítez;Diego;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;24267139;20-24267139-3;11-4792-7185;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1061;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Alejandro;49439329;2008-09-22;Colón 3185;20-49439329-9;false;false;Díaz;Delfina;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23012063;27-23012063-9;11-4270-9588;;true;true;false;true;true;true;true;true;true;true;true;true;true;true;true;;
1062;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Victoria;47985318;2009-12-17;Mitre 2203;27-47985318-0;true;false;Flores;Gustavo;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;27343056;20-27343056-4;11-4734-6961;;true;false;false;true;true;false;false;true;true;true;true;true;true;true;true;;
1063;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Micaela;45573787;2015-09-09;Av. Corrientes 3419;27-45573787-2;false;false;González;Matías;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;29755812;23-29755812-9;11-5442-1183;;true;true;true;true;true;false;true;true;true;false;true;true;false;true;false;;
1064;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Mariana;46488930;2011-03-18;Av. Corrientes 2965;27-46488930-8;false;false;Pérez;Ana;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;33958596;27-33958596-8;11-5714-9551;;true;false;true;true;true;true;true;false;true;true;false;true;true;true;true;;
1065;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Victoria;50447500;2013-01-08;Mitre 3449;27-50447500-5;false;false;Sánchez;Mateo;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;33432750;20-33432750-8;11-5712-1772;;true;true;true;true;false;false;true;true;true;true;true;true;true;false;true;;
1066;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Victoria;46975213;2009-10-14;Colón 1436;27-46975213-0;false;false;Medina;Juana;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;24382884;27-24382884-3;11-5655-8367;;true;false;true;true;true;true;true;false;true;false;true;true;false;true;true;;
1067;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Jorge;51696522;2016-12-05;9 de Julio 1187;20-51696522-4;false;false;Gutiérrez;Alejandro;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;27927868;20-27927868-3;11-5344-2992;;true;true;true;true;true;true;true;false;true;true;true;false;true;true;true;;
1068;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Gonzalo;51466904;2016-02-14;Av. de Mayo 1400;20-51466904-0;false;false;Medina;Gabriela;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;20298610;27-20298610-8;11-5391-1482;;true;true;false;true;true;false;true;true;true;true;true;true;false;true;false;;
1069;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Tomás;49866853;2008-08-08;Moreno 445;20-49866853-5;false;false;Álvarez;Santiago;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;21044148;20-21044148-5;11-5399-6157;;true;true;true;true;true;false;true;true;false;true;true;true;false;true;false;;
1070;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Luis;45941776;2017-11-12;Moreno 3835;20-45941776-2;false;false;Gutiérrez;Mariana;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22233204;23-22233204-4;11-5083-4270;;true;true;false;true;true;false;true;false;true;true;true;true;false;true;true;;
1071;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Santiago;50763920;2010-08-17;Sarmiento 1007;20-50763920-9;false;false;Silva;Ezequiel;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;32840417;20-32840417-7;11-5175-8144;;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1072;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Federico;49932916;2018-10-25;Pellegrini 1188;20-49932916-5;true;false;Ramírez;Camila;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;26215351;27-26215351-2;11-5972-2369;;false;true;false;true;true;true;true;true;true;true;true;true;true;false;true;;
1073;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;Lucas;46872829;2010-01-06;San Martín 415;20-46872829-0;false;false;Giménez;Fernando;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23309564;20-23309564-9;11-5307-8591;;true;true;true;true;true;true;false;false;true;false;true;true;false;true;true;;
1074;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Luis;47814741;2010-07-08;Av. de Mayo 2245;20-47814741-5;false;false;González;Camila;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;20792085;27-20792085-7;11-4270-3192;;true;true;true;true;true;true;false;true;true;true;true;true;false;true;true;;
1075;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Fernández;Julián;46415381;2015-01-14;Tucumán 4449;20-46415381-1;false;false;Romano;Delfina;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;21101759;27-21101759-2;11-5237-4170;11-4725-8657;true;false;true;true;true;true;true;true;true;true;true;false;false;false;true;;
1076;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Facundo;47482974;2012-07-22;Moreno 2934;20-47482974-0;false;false;Rojas;Pedro;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;21435532;23-21435532-9;11-5438-7151;;true;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
1077;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Diego;46991875;2014-11-13;Sarmiento 3201;20-46991875-1;false;true;Ortega;Tomás;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;26131947;20-26131947-1;11-5211-9563;;true;true;true;true;true;true;true;true;true;true;false;true;true;true;true;;
1078;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Luis;48174074;2017-03-19;Av. Corrientes 2041;20-48174074-7;false;false;Gómez;Gonzalo;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24003225;20-24003225-3;11-5052-7689;;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1079;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Cecilia;48510013;2016-12-24;Urquiza 3057;27-48510013-5;false;false;Herrera;Isabella;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;31538354;23-31538354-4;11-4263-9277;;true;false;true;true;true;false;true;true;false;true;true;true;true;true;true;;
1080;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Sánchez;Delfina;50229630;2009-04-22;Alberdi 4128;27-50229630-8;false;false;Martínez;Lucía;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;22733527;27-22733527-6;11-4704-7125;;true;true;false;true;true;true;true;true;true;false;true;true;true;true;false;;
1081;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Mariano;46845775;2009-04-27;Av. Rivadavia 169;20-46845775-0;true;false;Gutiérrez;Fernando;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29878276;20-29878276-7;11-5790-6264;;true;true;true;true;false;true;false;true;true;false;true;true;true;true;false;;
1082;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Micaela;47508094;2017-05-12;Piedras 3205;27-47508094-2;false;false;Acosta;Valentina;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;32333832;27-32333832-4;11-4799-7106;;true;true;true;false;true;true;true;true;true;true;true;false;true;true;true;;
1083;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Ezequiel;51875504;2011-01-12;Av. Santa Fe 3635;20-51875504-9;false;false;Fernández;Pedro;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22936570;20-22936570-4;11-5780-5873;;true;true;false;true;true;false;true;true;true;true;true;true;false;true;true;;
1084;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Fernández;Mariano;51287203;2010-09-10;Santiago del Estero 4055;20-51287203-5;false;false;Díaz;Clara;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27062237;27-27062237-8;11-4844-7658;;true;true;true;true;true;true;true;false;true;true;true;true;false;true;true;;
1085;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Luis;48199961;2009-07-15;Suipacha 2028;20-48199961-9;false;false;Molina;Mariana;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;30020792;27-30020792-3;11-4246-2877;;true;false;true;true;true;true;false;true;true;true;true;true;true;true;false;;
1086;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Carlos;47924855;2010-09-23;Belgrano 2848;23-47924855-9;false;false;Rojas;Ramiro;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;28922139;20-28922139-6;11-5271-2929;;false;true;true;true;false;false;true;true;true;false;true;true;true;true;true;;
1087;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Bautista;49159446;2012-06-22;Suipacha 799;20-49159446-3;true;false;Giménez;Julieta;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;27422381;27-27422381-8;11-4943-8022;11-4183-1259;true;true;true;true;true;false;true;true;false;true;true;true;false;true;false;;
1088;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Florencia;51450749;2008-07-13;9 de Julio 3134;27-51450749-5;true;false;Castro;Facundo;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;33045880;20-33045880-2;11-4340-5772;;true;true;true;true;true;true;false;true;true;true;true;true;true;false;false;;
1089;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Catalina;46906282;2017-04-17;Pellegrini 2215;27-46906282-7;false;false;Guzmán;Nicolás;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;32258305;20-32258305-3;11-5916-7123;11-4194-9830;true;true;true;true;true;false;true;false;true;true;true;true;true;true;true;;
1090;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Agustín;47296329;2013-10-27;Salta 2992;20-47296329-6;false;false;González;Ana;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;29401080;27-29401080-2;11-5801-9547;11-5776-9840;true;true;true;true;true;true;false;false;true;false;true;true;false;true;true;;
1091;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Castro;Delfina;45743635;2011-02-01;Alberdi 3206;27-45743635-7;false;false;Herrera;Milagros;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25151428;27-25151428-9;11-4669-9339;;true;true;false;true;true;false;true;true;true;true;true;true;true;true;true;;
1092;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Ana;47874716;2018-10-11;9 de Julio 1541;27-47874716-6;false;false;Ruiz;Mariana;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;32101042;27-32101042-9;11-4830-5083;;true;true;true;true;true;false;true;true;false;true;true;true;false;false;true;;
1093;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Milagros;47467697;2013-06-16;Suipacha 2132;27-47467697-3;false;false;Gutiérrez;Valentina;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;32496487;27-32496487-3;11-4403-1356;11-4789-6257;true;true;true;true;true;false;true;true;false;true;true;true;false;true;true;;
1094;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Gonzalo;51065147;2016-08-26;Colón 2942;20-51065147-3;false;false;Álvarez;Martín;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34959249;20-34959249-6;11-5088-7726;11-5948-2611;false;true;true;true;true;false;true;false;false;true;false;true;true;true;true;;
1095;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Cecilia;49769599;2018-11-20;Tucumán 3977;27-49769599-1;false;false;González;Julieta;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22079591;27-22079591-3;11-5458-6858;;true;true;true;true;true;true;false;false;true;true;false;false;false;false;true;;
1096;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Clara;45907795;2018-04-05;Piedras 3066;27-45907795-8;false;false;Guzmán;Matías;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;33685185;20-33685185-9;11-5495-8057;;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
1097;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;Luis;49139713;2011-10-02;Esmeralda 309;20-49139713-7;false;false;López;Ignacio;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;27325661;20-27325661-0;11-4474-3343;11-5008-3448;true;true;false;true;true;true;true;true;true;true;false;false;true;true;true;;
1098;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Lucas;47267350;2009-08-07;Av. Corrientes 3353;20-47267350-6;false;false;Silva;Juan;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;27057702;20-27057702-5;11-4872-7695;;true;true;true;true;true;true;true;false;true;true;true;true;true;true;false;;
1099;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ramírez;Lucía;46762322;2010-11-04;Alberdi 48;27-46762322-8;false;false;Herrera;María;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;26662812;27-26662812-4;11-4721-5177;;true;true;true;false;true;true;true;false;false;true;true;true;false;true;true;;
1100;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Ezequiel;48258212;2008-10-03;Av. de Mayo 3157;20-48258212-6;false;false;Martínez;Clara;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27791568;27-27791568-0;11-5936-4910;11-5412-2677;true;true;true;false;true;true;false;false;true;true;true;true;true;true;true;;
1101;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Daniela;51461641;2015-01-11;Alberdi 1303;27-51461641-3;false;false;Molina;Cecilia;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;24661112;27-24661112-8;11-4874-6383;;true;true;false;true;true;false;true;true;true;true;true;true;true;true;true;;
1102;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Daniela;47811719;2011-05-19;Sarmiento 3481;27-47811719-7;false;false;Gómez;Joaquín;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;20566097;20-20566097-7;11-4738-1880;;true;true;true;true;true;true;true;true;false;false;true;true;true;true;true;;
1103;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Juana;51241729;2012-02-19;Av. Rivadavia 1587;27-51241729-4;false;false;Medina;Carlos;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;34599147;20-34599147-7;11-5623-4203;;true;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
1104;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Silva;Isabella;51022831;2017-11-03;Suipacha 16;27-51022831-1;false;false;Pérez;Florencia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;21267319;27-21267319-1;11-5225-9012;;true;false;true;true;true;false;true;true;true;true;true;true;true;true;true;;
1105;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Miguel;48131890;2018-05-21;Av. Corrientes 4280;20-48131890-5;false;false;Guzmán;Delfina;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;24609403;27-24609403-4;11-4124-6009;11-4896-6400;true;true;true;true;true;true;false;true;false;true;true;true;false;true;true;;
1106;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Fernández;Delfina;51064097;2013-05-26;Moreno 2001;27-51064097-2;false;false;Castro;Ezequiel;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28227839;20-28227839-2;11-5801-2177;11-4051-2484;true;true;true;true;false;false;true;false;true;true;true;true;true;true;true;;
1107;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Pedro;50890628;2016-06-20;Esmeralda 4082;20-50890628-6;false;false;Ramírez;Facundo;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25018117;20-25018117-6;11-4646-4839;11-5304-8225;true;true;true;true;true;true;true;true;false;true;true;true;false;true;true;;
1108;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Pedro;48967296;2008-06-25;Av. Santa Fe 1175;20-48967296-1;false;false;Giménez;Gabriel;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31440696;20-31440696-7;11-5987-9372;11-4266-6581;true;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
1109;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;María;47110733;2014-12-17;9 de Julio 2426;27-47110733-1;true;true;González;Sol;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;33227449;27-33227449-5;11-4628-8663;;true;true;true;true;true;true;true;false;true;true;false;true;false;true;true;;
1110;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Nicolás;45675584;2014-11-23;Pueyrredón 83;20-45675584-5;false;false;Giménez;Camila;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;33547161;27-33547161-5;11-4337-3365;;true;false;true;true;true;true;true;true;true;true;true;true;false;false;true;;
1111;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Lucía;48915504;2015-03-04;Alberdi 3786;23-48915504-4;false;false;Ruiz;Delfina;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;25854596;27-25854596-1;11-5850-7567;;true;false;true;true;true;false;true;true;true;true;true;true;true;false;true;;
1112;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;Delfina;51852118;2014-06-21;Suipacha 4364;27-51852118-2;false;false;Romano;Ezequiel;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;34999112;20-34999112-9;11-4592-4678;;true;true;true;true;false;false;false;true;false;true;true;true;true;true;true;;
1113;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ramírez;Rocío;45730356;2014-08-09;9 de Julio 2401;23-45730356-4;false;false;Castro;Tomás;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;34153100;20-34153100-5;11-5258-2180;;true;true;false;true;false;true;true;false;true;true;false;false;false;true;false;;
1114;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Silva;Fernando;49271435;2013-09-14;9 de Julio 2013;20-49271435-7;false;false;Acosta;Ana;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;22914729;27-22914729-9;11-5945-7243;;true;true;false;false;true;false;true;true;true;true;true;true;true;true;true;;
1115;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Ignacio;50635359;2018-09-02;Lavalle 4027;23-50635359-9;false;false;Guzmán;Martina;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;33129713;27-33129713-0;11-5128-2269;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
1116;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Catalina;48018695;2013-03-17;Av. Santa Fe 3650;27-48018695-3;false;false;Ruiz;Juan;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;29274381;20-29274381-6;11-5968-7388;;true;true;true;true;true;true;true;true;true;false;true;true;true;true;true;;
1117;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Sofía;48498589;2016-06-28;Mitre 2575;27-48498589-3;false;false;Sánchez;María;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;20765776;27-20765776-5;11-4105-1150;11-5026-1296;true;true;false;true;true;true;true;true;true;true;true;true;false;false;false;;
1118;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Fernando;48800776;2015-03-25;Av. Rivadavia 4071;23-48800776-9;false;false;Ruiz;Gabriela;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;33789664;27-33789664-8;11-5089-3258;;true;true;true;true;true;false;true;true;true;true;true;true;false;true;false;;
1119;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Clara;51769516;2018-01-13;Piedras 26;27-51769516-0;false;false;Benítez;Julieta;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;21448154;27-21448154-0;11-5347-3878;;true;true;true;true;true;true;true;true;true;false;false;true;false;true;true;;
